city,location,mean,std,count,volatility
Karachi,P & T Colony,6329467.391304348,5184970.440750117,92,0.8191795802397873
Karachi,PAF Housing Scheme,59165000.0,51083435.96509538,6,0.8634063376167561
Karachi,PIDC,70000.0,,1,0.0
Karachi,PTV Society,10871428.57142857,2923493.319098436,14,0.26891528559381145
Karachi,Pakistan Chowk,6801250.0,5717884.273766112,12,0.8407107919523781
Karachi,Peoples Colony,4111000.0,5782719.256543586,2,1.4066454041701741
Karachi,Police Society,17095500.0,17833766.217487544,6,1.043184827439241
Karachi,Punjab Chowrangi,8204857.142857143,10173958.475192685,14,1.2399921531905977
Karachi,Punjab Colony,3904953.125,3174385.8139991355,32,0.8129126553853666
Karachi,Qayyumabad,4274933.333333333,6659129.774406033,15,1.5577154671587938
Karachi,Rabia City,2923066.6666666665,1822889.0518180465,15,0.6236221269276718
Karachi,Ranchore Line Bazar,3300000.0,959166.3046625439,4,0.29065645595834666
Karachi,Rashid Minhas Road,9397892.857142856,11640908.69845355,84,1.2386722082712287
Karachi,Royal Defence Tower,8015000.0,11292495.295549164,2,1.4089201865937822
Karachi,Rufi Lake Drive Apartments,11141923.076923076,5329713.695586572,13,0.4783477375306393
Karachi,Rufi Rose Petals,12166666.666666666,4907477.288111819,3,0.4033542976530262
Karachi,Saadi Road,9410868.852459017,5522747.312933452,61,0.5868477607665719
Karachi,Saddar Town,7704374.193548387,6775497.8262954885,155,0.8794351956540823
Karachi,Saima Luxury Homes,9747562.5,5361967.130335049,24,0.5500828674178851
Karachi,Sakhi Hassan Chowrangi,4454444.444444444,907153.6682270417,9,0.2036513597915534
Karachi,Scheme 33,12476101.990405118,10217041.818365447,2814,0.8189290073312141
Karachi,Scheme 45,5566707.317073171,2786527.4558480703,41,0.5005701390661856
Karachi,Sea View Apartments,31137286.821705427,20550391.904411532,129,0.6599930180842251
Karachi,Shadman 2,10737888.888888888,8819912.243720349,18,0.8213823345524482
Karachi,Shah Faisal Town,7926633.771929825,8013486.118105271,228,1.0109570277465085
Karachi,Shah Rasool Colony,66733333.333333336,98169309.52865733,3,1.4710685743555045
Karachi,Shah Town,6072000.0,4630785.030640054,5,0.7626457560342644
Karachi,Shaheed Millat Road,21442208.588957056,25622117.209829602,163,1.1949383433861958
Karachi,Shaheed-e-Millat Expressway,13532500.0,7303462.363838127,10,0.5396979393192778
Karachi,Shahra-e-Faisal,16188165.898617512,34753920.18842034,217,2.146872005517831
Karachi,Shahra-e-Jahangir,8000000.0,,1,0.0
Karachi,Shahra-e-Liaquat,7500000.0,,1,0.0
Karachi,Shahra-e-Qaideen,10322058.823529411,10766860.623404741,17,1.043092352744725
Karachi,Shahra-e-Usman,3910000.0,1396603.0216206752,5,0.35718747356027497
Karachi,Shahrah-e-Pakistan,27867272.727272727,67350722.2071017,11,2.41683938239094
Karachi,Sher Shah Suri Road,4575000.0,2015254.3263816605,2,0.4404927489358821
Karachi,Sindh Industrial Trading Estate (SITE),7841240.0,7314959.280360578,25,0.9328829726370546
Karachi,Siraj-ud-Daula Road,124587500.0,134686168.40022337,4,1.0810568347564833
Karachi,Stadium Road,92432500.0,82932207.82779334,14,0.8972191364270505
Karachi,State Bank of Pakistan Staff Co-Operative Housing Society,5465600.0,5689614.820003196,5,1.0409863180626455
Karachi,Suparco Road,6079761.904761905,4228021.8294701595,21,0.6954255603592978
Karachi,Super Highway,11302560.975609757,10026533.057465028,41,0.8871027618520865
Karachi,Surti Muslim Co-Operative Housing Society,21516666.666666668,18672863.554723825,3,0.8678325432094729
Karachi,Tahir Villa,25000.0,,1,0.0
Karachi,Tariq Road,11317449.541284403,35437548.19017856,109,3.1312309421754043
Karachi,Teacher Society,16125428.57142857,15556548.23385898,7,0.9647215368540625
Karachi,Teachers Society,8725000.0,4153211.608703157,4,0.47601279182844203
Karachi,Times Residency,3650000.0,1484924.2404917497,2,0.4068285590388355
Karachi,Tipu Sultan Road,21396964.285714287,23986214.881302357,28,1.1210101844828888
Karachi,University Road,9029441.860465117,11036261.640403232,215,1.2222529156231525
Karachi,Zamzama,79092403.84615384,107194467.13704257,52,1.3553067288933498
Karachi,circular road,9666666.666666666,4041451.88432738,3,0.41808122941317727
